"LE_orig"	"LE_f"	"LE_fqc"	"LE_fall"	"LE_fall_qc"	"LE_fnum"	"LE_fsd"	"LE_fmeth"	"LE_fwin"
176.47	176.47	0	176.47	NA	NA	NA	NA	NA
88.91	88.91	0	88.91	NA	NA	NA	NA	NA
77.11	77.11	0	77.11	NA	NA	NA	NA	NA
62.47	62.47	0	62.47	NA	NA	NA	NA	NA
30.51	30.51	0	30.51	NA	NA	NA	NA	NA
12.15	12.15	0	12.15	NA	NA	NA	NA	NA
27.84	27.84	0	27.84	NA	NA	NA	NA	NA
NA	6.77026315789474	1	6.77026315789474	1	38	16.8310002732799	1	14
NA	4.66981818181818	1	4.66981818181818	1	55	8.45948174818123	1	14
12.84	12.84	0	12.84	NA	NA	NA	NA	NA
32.95	32.95	0	32.95	NA	NA	NA	NA	NA
2.18	2.18	0	2.18	NA	NA	NA	NA	NA
3.25	3.25	0	3.25	NA	NA	NA	NA	NA
4.44	4.44	0	4.44	NA	NA	NA	NA	NA
0.64	0.64	0	0.64	NA	NA	NA	NA	NA
1.26	1.26	0	1.26	NA	NA	NA	NA	NA
1.03	1.03	0	1.03	NA	NA	NA	NA	NA
-1.11	-1.11	0	-1.11	NA	NA	NA	NA	NA
2.24	2.24	0	2.24	NA	NA	NA	NA	NA
0.52	0.52	0	0.52	NA	NA	NA	NA	NA
NA	3.28630434782609	1	3.28630434782609	1	46	8.66819252175463	1	14
0.03	0.03	0	0.03	NA	NA	NA	NA	NA
-0.55	-0.55	0	-0.55	NA	NA	NA	NA	NA
-1.1	-1.1	0	-1.1	NA	NA	NA	NA	NA
-1.18	-1.18	0	-1.18	NA	NA	NA	NA	NA
NA	1.32105263157895	1	1.32105263157895	1	19	4.36436694497717	1	14
NA	10.18125	1	10.18125	1	8	12.0238446875959	1	14
5.46	5.46	0	5.46	NA	NA	NA	NA	NA
24.38	24.38	0	24.38	NA	NA	NA	NA	NA
43.79	43.79	0	43.79	NA	NA	NA	NA	NA
106.05	106.05	0	106.05	NA	NA	NA	NA	NA
115.1	115.1	0	115.1	NA	NA	NA	NA	NA
102.56	102.56	0	102.56	NA	NA	NA	NA	NA
89.88	89.88	0	89.88	NA	NA	NA	NA	NA
158.7	158.7	0	158.7	NA	NA	NA	NA	NA
163.86	163.86	0	163.86	NA	NA	NA	NA	NA
166.56	166.56	0	166.56	NA	NA	NA	NA	NA
201.29	201.29	0	201.29	NA	NA	NA	NA	NA
196.2	196.2	0	196.2	NA	NA	NA	NA	NA
201.64	201.64	0	201.64	NA	NA	NA	NA	NA
198.41	198.41	0	198.41	NA	NA	NA	NA	NA
205.15	205.15	0	205.15	NA	NA	NA	NA	NA
207.25	207.25	0	207.25	NA	NA	NA	NA	NA
174.37	174.37	0	174.37	NA	NA	NA	NA	NA
176.3	176.3	0	176.3	NA	NA	NA	NA	NA
119.8	119.8	0	119.8	NA	NA	NA	NA	NA
NA	175.9675	1	175.9675	1	4	50.5272846258996	1	14
NA	175.9675	1	175.9675	1	4	50.5272846258996	1	14
95.75	95.75	0	95.75	NA	NA	NA	NA	NA
72.98	72.98	0	72.98	NA	NA	NA	NA	NA
68.36	68.36	0	68.36	NA	NA	NA	NA	NA
41.33	41.33	0	41.33	NA	NA	NA	NA	NA
36.98	36.98	0	36.98	NA	NA	NA	NA	NA
NA	15.4825	1	15.4825	1	24	13.7911333361567	1	14
NA	13.7924242424242	1	13.7924242424242	1	33	20.0115282447242	1	14
-21.59	-21.59	0	-21.59	NA	NA	NA	NA	NA
8.74	8.74	0	8.74	NA	NA	NA	NA	NA
12.58	12.58	0	12.58	NA	NA	NA	NA	NA
3.42	3.42	0	3.42	NA	NA	NA	NA	NA
NA	5.82333333333333	1	5.82333333333333	1	42	7.64867425677018	1	14
10.92	10.92	0	10.92	NA	NA	NA	NA	NA
1.64	1.64	0	1.64	NA	NA	NA	NA	NA
NA	5.21	1	5.21	1	48	7.75365912245528	1	14
21.94	21.94	0	21.94	NA	NA	NA	NA	NA
NA	4.76584905660377	1	4.76584905660377	1	53	8.60561163829077	1	14
NA	4.76584905660377	1	4.76584905660377	1	53	8.60561163829077	1	14
14.82	14.82	0	14.82	NA	NA	NA	NA	NA
8.33	8.33	0	8.33	NA	NA	NA	NA	NA
2.62	2.62	0	2.62	NA	NA	NA	NA	NA
0.48	0.48	0	0.48	NA	NA	NA	NA	NA
1.08	1.08	0	1.08	NA	NA	NA	NA	NA
NA	3.40772727272727	1	3.40772727272727	1	44	8.82704798389227	1	14
0.57	0.57	0	0.57	NA	NA	NA	NA	NA
4.17	4.17	0	4.17	NA	NA	NA	NA	NA
1.54	1.54	0	1.54	NA	NA	NA	NA	NA
9.74	9.74	0	9.74	NA	NA	NA	NA	NA
NA	33.5783333333333	1	33.5783333333333	1	6	16.1844115329124	1	14
NA	33.5783333333333	1	33.5783333333333	1	6	16.1844115329124	1	14
76.99	76.99	0	76.99	NA	NA	NA	NA	NA
113.71	113.71	0	113.71	NA	NA	NA	NA	NA
103.04	103.04	0	103.04	NA	NA	NA	NA	NA
135.66	135.66	0	135.66	NA	NA	NA	NA	NA
146.81	146.81	0	146.81	NA	NA	NA	NA	NA
154.25	154.25	0	154.25	NA	NA	NA	NA	NA
149.69	149.69	0	149.69	NA	NA	NA	NA	NA
177.66	177.66	0	177.66	NA	NA	NA	NA	NA
184.76	184.76	0	184.76	NA	NA	NA	NA	NA
172.76	172.76	0	172.76	NA	NA	NA	NA	NA
164.48	164.48	0	164.48	NA	NA	NA	NA	NA
136.15	136.15	0	136.15	NA	NA	NA	NA	NA
129.31	129.31	0	129.31	NA	NA	NA	NA	NA
126.51	126.51	0	126.51	NA	NA	NA	NA	NA
121.97	121.97	0	121.97	NA	NA	NA	NA	NA
124.84	124.84	0	124.84	NA	NA	NA	NA	NA
92.34	92.34	0	92.34	NA	NA	NA	NA	NA
NA	130.638571428571	1	130.638571428571	1	7	68.3378854000647	1	14
73.67	73.67	0	73.67	NA	NA	NA	NA	NA
84.01	84.01	0	84.01	NA	NA	NA	NA	NA
64.69	64.69	0	64.69	NA	NA	NA	NA	NA
31.51	31.51	0	31.51	NA	NA	NA	NA	NA
12.36	12.36	0	12.36	NA	NA	NA	NA	NA
18.7	18.7	0	18.7	NA	NA	NA	NA	NA
NA	13.7345714285714	1	13.7345714285714	1	35	20.0110469995152	1	14
-1.15	-1.15	0	-1.15	NA	NA	NA	NA	NA
2.43	2.43	0	2.43	NA	NA	NA	NA	NA
-11.45	-11.45	0	-11.45	NA	NA	NA	NA	NA
5.5	5.5	0	5.5	NA	NA	NA	NA	NA
3.53	3.53	0	3.53	NA	NA	NA	NA	NA
9.02	9.02	0	9.02	NA	NA	NA	NA	NA
6.07	6.07	0	6.07	NA	NA	NA	NA	NA
4.79	4.79	0	4.79	NA	NA	NA	NA	NA
NA	4.97842105263158	1	4.97842105263158	1	57	7.59131336027137	1	14
1.56	1.56	0	1.56	NA	NA	NA	NA	NA
2.29	2.29	0	2.29	NA	NA	NA	NA	NA
6.61	6.61	0	6.61	NA	NA	NA	NA	NA
1.81	1.81	0	1.81	NA	NA	NA	NA	NA
NA	3.60849315068493	1	3.60849315068493	1	73	8.02763727368577	1	14
NA	3.53405405405405	1	3.53405405405405	1	74	7.99813898198327	1	14
-0.88	-0.88	0	-0.88	NA	NA	NA	NA	NA
0.76	0.76	0	0.76	NA	NA	NA	NA	NA
5.03	5.03	0	5.03	NA	NA	NA	NA	NA
1.39	1.39	0	1.39	NA	NA	NA	NA	NA
NA	6.34285714285714	1	6.34285714285714	1	7	11.245511273816	1	14
8.94	8.94	0	8.94	NA	NA	NA	NA	NA
57.45	57.45	0	57.45	NA	NA	NA	NA	NA
64.82	64.82	0	64.82	NA	NA	NA	NA	NA
69.6	69.6	0	69.6	NA	NA	NA	NA	NA
52.35	52.35	0	52.35	NA	NA	NA	NA	NA
43.37	43.37	0	43.37	NA	NA	NA	NA	NA
85.69	85.69	0	85.69	NA	NA	NA	NA	NA
104.86	104.86	0	104.86	NA	NA	NA	NA	NA
95.07	95.07	0	95.07	NA	NA	NA	NA	NA
88.74	88.74	0	88.74	NA	NA	NA	NA	NA
95.32	95.32	0	95.32	NA	NA	NA	NA	NA
150.8	150.8	0	150.8	NA	NA	NA	NA	NA
97.89	97.89	0	97.89	NA	NA	NA	NA	NA
155.04	155.04	0	155.04	NA	NA	NA	NA	NA
155.35	155.35	0	155.35	NA	NA	NA	NA	NA
133.37	133.37	0	133.37	NA	NA	NA	NA	NA
139.81	139.81	0	139.81	NA	NA	NA	NA	NA
145.69	145.69	0	145.69	NA	NA	NA	NA	NA
98.82	98.82	0	98.82	NA	NA	NA	NA	NA
74.11	74.11	0	74.11	NA	NA	NA	NA	NA
44.15	44.15	0	44.15	NA	NA	NA	NA	NA
87.5	87.5	0	87.5	NA	NA	NA	NA	NA
91.53	91.53	0	91.53	NA	NA	NA	NA	NA
60.55	60.55	0	60.55	NA	NA	NA	NA	NA
15.99	15.99	0	15.99	NA	NA	NA	NA	NA
4.84	4.84	0	4.84	NA	NA	NA	NA	NA
38.3	38.3	0	38.3	NA	NA	NA	NA	NA
NA	9.73648148148148	1	9.73648148148148	1	54	17.0966079784142	1	14
NA	8.92016666666667	1	8.92016666666667	1	60	16.4042422677346	1	14
NA	7.3803125	1	7.3803125	1	64	15.5142401528351	1	14
NA	7.16307692307692	1	7.16307692307692	1	65	15.4918777028356	1	14
2.2	2.2	0	2.2	NA	NA	NA	NA	NA
2.05	2.05	0	2.05	NA	NA	NA	NA	NA
NA	3.95806451612903	1	3.95806451612903	1	62	8.15936168322845	1	14
3.62	3.62	0	3.62	NA	NA	NA	NA	NA
12.25	12.25	0	12.25	NA	NA	NA	NA	NA
3.43	3.43	0	3.43	NA	NA	NA	NA	NA
-11.69	-11.69	0	-11.69	NA	NA	NA	NA	NA
-1.07	-1.07	0	-1.07	NA	NA	NA	NA	NA
6.22	6.22	0	6.22	NA	NA	NA	NA	NA
NA	2.84883116883117	1	2.84883116883117	1	77	8.41068821485119	1	14
NA	2.13083333333333	1	2.13083333333333	1	60	8.46398197181498	1	14
17.57	17.57	0	17.57	NA	NA	NA	NA	NA
NA	2.62203703703704	1	2.62203703703704	1	54	8.70460328870286	1	14
2.33	2.33	0	2.33	NA	NA	NA	NA	NA
1.38	1.38	0	1.38	NA	NA	NA	NA	NA
0.12	0.12	0	0.12	NA	NA	NA	NA	NA
NA	19.075	1	19.075	1	12	19.5439674487133	1	14
10	10	0	10	NA	NA	NA	NA	NA
33.7	33.7	0	33.7	NA	NA	NA	NA	NA
77.36	77.36	0	77.36	NA	NA	NA	NA	NA
80.04	80.04	0	80.04	NA	NA	NA	NA	NA
75.35	75.35	0	75.35	NA	NA	NA	NA	NA
75.96	75.96	0	75.96	NA	NA	NA	NA	NA
115.35	115.35	0	115.35	NA	NA	NA	NA	NA
123.41	123.41	0	123.41	NA	NA	NA	NA	NA
155.9	155.9	0	155.9	NA	NA	NA	NA	NA
181.32	181.32	0	181.32	NA	NA	NA	NA	NA
164.1	164.1	0	164.1	NA	NA	NA	NA	NA
165.2	165.2	0	165.2	NA	NA	NA	NA	NA
146.93	146.93	0	146.93	NA	NA	NA	NA	NA
181.65	181.65	0	181.65	NA	NA	NA	NA	NA
108.46	108.46	0	108.46	NA	NA	NA	NA	NA
144.28	144.28	0	144.28	NA	NA	NA	NA	NA
121.99	121.99	0	121.99	NA	NA	NA	NA	NA
229.43	229.43	0	229.43	NA	NA	NA	NA	NA
215.42	215.42	0	215.42	NA	NA	NA	NA	NA
217.41	217.41	0	217.41	NA	NA	NA	NA	NA
150.5	150.5	0	150.5	NA	NA	NA	NA	NA
108.16	108.16	0	108.16	NA	NA	NA	NA	NA
105.72	105.72	0	105.72	NA	NA	NA	NA	NA
66.49	66.49	0	66.49	NA	NA	NA	NA	NA
45.18	45.18	0	45.18	NA	NA	NA	NA	NA
NA	16.3635294117647	1	16.3635294117647	1	17	10.8497971992432	1	14
18.63	18.63	0	18.63	NA	NA	NA	NA	NA
5.09	5.09	0	5.09	NA	NA	NA	NA	NA
NA	11.6036956521739	1	11.6036956521739	1	46	18.3428976698758	1	14
NA	8.12131147540984	1	8.12131147540984	1	61	16.2818579483843	1	14
7.13	7.13	0	7.13	NA	NA	NA	NA	NA
7.18	7.18	0	7.18	NA	NA	NA	NA	NA
4.34	4.34	0	4.34	NA	NA	NA	NA	NA
3.28	3.28	0	3.28	NA	NA	NA	NA	NA
3.06	3.06	0	3.06	NA	NA	NA	NA	NA
NA	2.53963855421687	1	2.53963855421687	1	83	8.55762524698083	1	14
1.32	1.32	0	1.32	NA	NA	NA	NA	NA
5.59	5.59	0	5.59	NA	NA	NA	NA	NA
NA	2.65955056179775	1	2.65955056179775	1	89	8.31718400636357	1	14
NA	2.81925925925926	1	2.81925925925926	1	81	8.41309719689749	1	14
1.14	1.14	0	1.14	NA	NA	NA	NA	NA
3.79	3.79	0	3.79	NA	NA	NA	NA	NA
39.79	39.79	0	39.79	NA	NA	NA	NA	NA
6.75	6.75	0	6.75	NA	NA	NA	NA	NA
NA	2.26423076923077	1	2.26423076923077	1	78	8.04133227303006	1	14
3.43	3.43	0	3.43	NA	NA	NA	NA	NA
-7.92	-7.92	0	-7.92	NA	NA	NA	NA	NA
1.65	1.65	0	1.65	NA	NA	NA	NA	NA
13.63	13.63	0	13.63	NA	NA	NA	NA	NA
23.89	23.89	0	23.89	NA	NA	NA	NA	NA
35.86	35.86	0	35.86	NA	NA	NA	NA	NA
44.24	44.24	0	44.24	NA	NA	NA	NA	NA
84.93	84.93	0	84.93	NA	NA	NA	NA	NA
120.76	120.76	0	120.76	NA	NA	NA	NA	NA
134.31	134.31	0	134.31	NA	NA	NA	NA	NA
183.88	183.88	0	183.88	NA	NA	NA	NA	NA
164.04	164.04	0	164.04	NA	NA	NA	NA	NA
229.98	229.98	0	229.98	NA	NA	NA	NA	NA
184.43	184.43	0	184.43	NA	NA	NA	NA	NA
155.9	155.9	0	155.9	NA	NA	NA	NA	NA
212.03	212.03	0	212.03	NA	NA	NA	NA	NA
166.36	166.36	0	166.36	NA	NA	NA	NA	NA
128.9	128.9	0	128.9	NA	NA	NA	NA	NA
102.4	102.4	0	102.4	NA	NA	NA	NA	NA
128.27	128.27	0	128.27	NA	NA	NA	NA	NA
113.62	113.62	0	113.62	NA	NA	NA	NA	NA
95.14	95.14	0	95.14	NA	NA	NA	NA	NA
77.48	77.48	0	77.48	NA	NA	NA	NA	NA
NA	122.97	1	122.97	1	3	52.9003601121958	1	14
NA	93.8271428571429	1	93.8271428571429	1	7	33.0843647434281	1	14
60.95	60.95	0	60.95	NA	NA	NA	NA	NA
31.49	31.49	0	31.49	NA	NA	NA	NA	NA
NA	35.7390909090909	1	35.7390909090909	1	11	18.26521363387	1	14
6.21	6.21	0	6.21	NA	NA	NA	NA	NA
13.45	13.45	0	13.45	NA	NA	NA	NA	NA
15.21	15.21	0	15.21	NA	NA	NA	NA	NA
2.77	2.77	0	2.77	NA	NA	NA	NA	NA
3.59	3.59	0	3.59	NA	NA	NA	NA	NA
4.09	4.09	0	4.09	NA	NA	NA	NA	NA
-1.31	-1.31	0	-1.31	NA	NA	NA	NA	NA
4.22	4.22	0	4.22	NA	NA	NA	NA	NA
7.41	7.41	0	7.41	NA	NA	NA	NA	NA
3.99	3.99	0	3.99	NA	NA	NA	NA	NA
-2.24	-2.24	0	-2.24	NA	NA	NA	NA	NA
3.18	3.18	0	3.18	NA	NA	NA	NA	NA
2.64	2.64	0	2.64	NA	NA	NA	NA	NA
NA	7.67105263157895	1	7.67105263157895	1	76	16.3317098169132	1	14
22.1	22.1	0	22.1	NA	NA	NA	NA	NA
94.04	94.04	0	94.04	NA	NA	NA	NA	NA
52.81	52.81	0	52.81	NA	NA	NA	NA	NA
26.39	26.39	0	26.39	NA	NA	NA	NA	NA
NA	10.9072222222222	1	10.9072222222222	1	54	17.7890371600534	1	14
NA	8.81413793103448	1	8.81413793103448	1	58	17.2644361189978	1	14
16.46	16.46	0	16.46	NA	NA	NA	NA	NA
14.79	14.79	0	14.79	NA	NA	NA	NA	NA
14.38	14.38	0	14.38	NA	NA	NA	NA	NA
17.73	17.73	0	17.73	NA	NA	NA	NA	NA
45.54	45.54	0	45.54	NA	NA	NA	NA	NA
77.68	77.68	0	77.68	NA	NA	NA	NA	NA
NA	126.47	1	126.47	1	5	52.5849660074056	1	14
68.59	68.59	0	68.59	NA	NA	NA	NA	NA
128.7	128.7	0	128.7	NA	NA	NA	NA	NA
116.13	116.13	0	116.13	NA	NA	NA	NA	NA
NA	167.375641025641	1	167.375641025641	1	39	45.7914924754687	2	14
NA	167.375641025641	1	167.375641025641	1	39	45.7914924754687	2	14
159.21	159.21	0	159.21	NA	NA	NA	NA	NA
114.41	114.41	0	114.41	NA	NA	NA	NA	NA
157.97	157.97	0	157.97	NA	NA	NA	NA	NA
200.78	200.78	0	200.78	NA	NA	NA	NA	NA
147.55	147.55	0	147.55	NA	NA	NA	NA	NA
106.49	106.49	0	106.49	NA	NA	NA	NA	NA
NA	136.668333333333	1	136.668333333333	1	12	30.2227671055307	1	14
286.03	286.03	0	286.03	NA	NA	NA	NA	NA
181.02	181.02	0	181.02	NA	NA	NA	NA	NA
110.41	110.41	0	110.41	NA	NA	NA	NA	NA
91.61	91.61	0	91.61	NA	NA	NA	NA	NA
64.5	64.5	0	64.5	NA	NA	NA	NA	NA
NA	40.01	1	40.01	1	5	23.1435055685175	1	14
23.66	23.66	0	23.66	NA	NA	NA	NA	NA
NA	42.0169230769231	1	42.0169230769231	1	13	24.3912902435191	1	14
15.32	15.32	0	15.32	NA	NA	NA	NA	NA
18.94	18.94	0	18.94	NA	NA	NA	NA	NA
11.68	11.68	0	11.68	NA	NA	NA	NA	NA
-5.64	-5.64	0	-5.64	NA	NA	NA	NA	NA
NA	9.154375	1	9.154375	1	48	13.1559898026021	1	14
NA	7.60426829268293	1	7.60426829268293	1	82	16.3021935985517	1	14
NA	6.71743902439024	1	6.71743902439024	1	82	17.0036239282621	1	14
-4.02	-4.02	0	-4.02	NA	NA	NA	NA	NA
NA	3.30296296296296	1	3.30296296296296	1	81	11.3066671088836	1	14
-5.47	-5.47	0	-5.47	NA	NA	NA	NA	NA
NA	2.89256097560976	1	2.89256097560976	1	82	11.1785582686396	1	14
NA	2.86057471264368	1	2.86057471264368	1	87	10.9545382287616	1	14
-1.51	-1.51	0	-1.51	NA	NA	NA	NA	NA
3.43	3.43	0	3.43	NA	NA	NA	NA	NA
-2.2	-2.2	0	-2.2	NA	NA	NA	NA	NA
-0.71	-0.71	0	-0.71	NA	NA	NA	NA	NA
NA	2.76708333333333	1	2.76708333333333	1	96	10.5660427205236	1	14
-5.14	-5.14	0	-5.14	NA	NA	NA	NA	NA
9.29	9.29	0	9.29	NA	NA	NA	NA	NA
NA	2.49257142857143	1	2.49257142857143	1	70	8.29380870632684	1	14
-5.19	-5.19	0	-5.19	NA	NA	NA	NA	NA
1.29	1.29	0	1.29	NA	NA	NA	NA	NA
NA	2.40044117647059	1	2.40044117647059	1	68	8.30573195958958	1	14
1.71	1.71	0	1.71	NA	NA	NA	NA	NA
37.72	37.72	0	37.72	NA	NA	NA	NA	NA
14.4	14.4	0	14.4	NA	NA	NA	NA	NA
59.15	59.15	0	59.15	NA	NA	NA	NA	NA
65.94	65.94	0	65.94	NA	NA	NA	NA	NA
103.79	103.79	0	103.79	NA	NA	NA	NA	NA
103.96	103.96	0	103.96	NA	NA	NA	NA	NA
116.98	116.98	0	116.98	NA	NA	NA	NA	NA
206.5	206.5	0	206.5	NA	NA	NA	NA	NA
142.31	142.31	0	142.31	NA	NA	NA	NA	NA
145.24	145.24	0	145.24	NA	NA	NA	NA	NA
129.88	129.88	0	129.88	NA	NA	NA	NA	NA
163.49	163.49	0	163.49	NA	NA	NA	NA	NA
168.16	168.16	0	168.16	NA	NA	NA	NA	NA
166.82	166.82	0	166.82	NA	NA	NA	NA	NA
204.35	204.35	0	204.35	NA	NA	NA	NA	NA
161.79	161.79	0	161.79	NA	NA	NA	NA	NA
170.38	170.38	0	170.38	NA	NA	NA	NA	NA
187.51	187.51	0	187.51	NA	NA	NA	NA	NA
242.11	242.11	0	242.11	NA	NA	NA	NA	NA
183.58	183.58	0	183.58	NA	NA	NA	NA	NA
140.38	140.38	0	140.38	NA	NA	NA	NA	NA
142.72	142.72	0	142.72	NA	NA	NA	NA	NA
104.31	104.31	0	104.31	NA	NA	NA	NA	NA
70.23	70.23	0	70.23	NA	NA	NA	NA	NA
37.07	37.07	0	37.07	NA	NA	NA	NA	NA
NA	18.7358823529412	1	18.7358823529412	1	17	13.2746685734633	1	14
12.78	12.78	0	12.78	NA	NA	NA	NA	NA
1.08	1.08	0	1.08	NA	NA	NA	NA	NA
7.16	7.16	0	7.16	NA	NA	NA	NA	NA
22.67	22.67	0	22.67	NA	NA	NA	NA	NA
NA	11.7976923076923	1	11.7976923076923	1	52	17.9419118940338	1	14
NA	9.1959649122807	1	9.1959649122807	1	57	16.9060370514341	1	14
7.65	7.65	0	7.65	NA	NA	NA	NA	NA
15.74	15.74	0	15.74	NA	NA	NA	NA	NA
NA	6.88805970149254	1	6.88805970149254	1	67	16.4472287652658	1	14
32.68	32.68	0	32.68	NA	NA	NA	NA	NA
16.13	16.13	0	16.13	NA	NA	NA	NA	NA
12.15	12.15	0	12.15	NA	NA	NA	NA	NA
-4.15	-4.15	0	-4.15	NA	NA	NA	NA	NA
9.57	9.57	0	9.57	NA	NA	NA	NA	NA
-7.8	-7.8	0	-7.8	NA	NA	NA	NA	NA
5.21	5.21	0	5.21	NA	NA	NA	NA	NA
NA	6.21493506493506	1	6.21493506493506	1	77	15.9218693215683	1	14
20.79	20.79	0	20.79	NA	NA	NA	NA	NA
8.26	8.26	0	8.26	NA	NA	NA	NA	NA
25.21	25.21	0	25.21	NA	NA	NA	NA	NA
NA	6.24109589041096	1	6.24109589041096	1	73	16.1810730966806	1	14
NA	27.90875	1	27.90875	1	8	33.7411717289554	1	14
92.26	92.26	0	92.26	NA	NA	NA	NA	NA
52.09	52.09	0	52.09	NA	NA	NA	NA	NA
NA	45.3775	1	45.3775	1	4	68.5961958979262	1	14
103.97	103.97	0	103.97	NA	NA	NA	NA	NA
NA	82.4528571428571	1	82.4528571428571	1	7	21.8540642400796	1	14
100.92	100.92	0	100.92	NA	NA	NA	NA	NA
82.05	82.05	0	82.05	NA	NA	NA	NA	NA
101.33	101.33	0	101.33	NA	NA	NA	NA	NA
159.04	159.04	0	159.04	NA	NA	NA	NA	NA
137.81	137.81	0	137.81	NA	NA	NA	NA	NA
222.23	222.23	0	222.23	NA	NA	NA	NA	NA
87.35	87.35	0	87.35	NA	NA	NA	NA	NA
103.7	103.7	0	103.7	NA	NA	NA	NA	NA
68.58	68.58	0	68.58	NA	NA	NA	NA	NA
103.69	103.69	0	103.69	NA	NA	NA	NA	NA
144.54	144.54	0	144.54	NA	NA	NA	NA	NA
190.3	190.3	0	190.3	NA	NA	NA	NA	NA
218.8	218.8	0	218.8	NA	NA	NA	NA	NA
117.16	117.16	0	117.16	NA	NA	NA	NA	NA
56.57	56.57	0	56.57	NA	NA	NA	NA	NA
135.08	135.08	0	135.08	NA	NA	NA	NA	NA
47.6	47.6	0	47.6	NA	NA	NA	NA	NA
122.18	122.18	0	122.18	NA	NA	NA	NA	NA
48.71	48.71	0	48.71	NA	NA	NA	NA	NA
31.64	31.64	0	31.64	NA	NA	NA	NA	NA
NA	19.1025	1	19.1025	1	12	14.2796021876089	1	14
NA	18.4036363636364	1	18.4036363636364	1	11	14.7597671206068	1	14
32.2	32.2	0	32.2	NA	NA	NA	NA	NA
NA	18.4036363636364	1	18.4036363636364	1	11	14.7597671206068	1	14
11.63	11.63	0	11.63	NA	NA	NA	NA	NA
NA	5.74242105263158	1	5.74242105263158	1	190	13.8136821381307	2	14
NA	10.8144444444444	1	10.8144444444444	1	27	10.4143777587796	1	14
3.03	3.03	0	3.03	NA	NA	NA	NA	NA
15.11	15.11	0	15.11	NA	NA	NA	NA	NA
-6.8	-6.8	0	-6.8	NA	NA	NA	NA	NA
-0.43	-0.43	0	-0.43	NA	NA	NA	NA	NA
1.93	1.93	0	1.93	NA	NA	NA	NA	NA
-1.67	-1.67	0	-1.67	NA	NA	NA	NA	NA
0.71	0.71	0	0.71	NA	NA	NA	NA	NA
0.12	0.12	0	0.12	NA	NA	NA	NA	NA
4.46	4.46	0	4.46	NA	NA	NA	NA	NA
NA	2.07657534246575	1	2.07657534246575	1	73	10.8643391192339	1	14
0.83	0.83	0	0.83	NA	NA	NA	NA	NA
7.6	7.6	0	7.6	NA	NA	NA	NA	NA
4.09	4.09	0	4.09	NA	NA	NA	NA	NA
14.01	14.01	0	14.01	NA	NA	NA	NA	NA
15.8	15.8	0	15.8	NA	NA	NA	NA	NA
33.99	33.99	0	33.99	NA	NA	NA	NA	NA
74.02	74.02	0	74.02	NA	NA	NA	NA	NA
87.44	87.44	0	87.44	NA	NA	NA	NA	NA
146.59	146.59	0	146.59	NA	NA	NA	NA	NA
174.52	174.52	0	174.52	NA	NA	NA	NA	NA
189.31	189.31	0	189.31	NA	NA	NA	NA	NA
177.1	177.1	0	177.1	NA	NA	NA	NA	NA
181.66	181.66	0	181.66	NA	NA	NA	NA	NA
278.85	278.85	0	278.85	NA	NA	NA	NA	NA
271.79	271.79	0	271.79	NA	NA	NA	NA	NA
184.36	184.36	0	184.36	NA	NA	NA	NA	NA
196.26	196.26	0	196.26	NA	NA	NA	NA	NA
230.35	230.35	0	230.35	NA	NA	NA	NA	NA
177.97	177.97	0	177.97	NA	NA	NA	NA	NA
223.61	223.61	0	223.61	NA	NA	NA	NA	NA
191.51	191.51	0	191.51	NA	NA	NA	NA	NA
199.61	199.61	0	199.61	NA	NA	NA	NA	NA
216.21	216.21	0	216.21	NA	NA	NA	NA	NA
160.8	160.8	0	160.8	NA	NA	NA	NA	NA
135.51	135.51	0	135.51	NA	NA	NA	NA	NA
102.51	102.51	0	102.51	NA	NA	NA	NA	NA
94.66	94.66	0	94.66	NA	NA	NA	NA	NA
61.19	61.19	0	61.19	NA	NA	NA	NA	NA
44.98	44.98	0	44.98	NA	NA	NA	NA	NA
24.88	24.88	0	24.88	NA	NA	NA	NA	NA
12.02	12.02	0	12.02	NA	NA	NA	NA	NA
3.31	3.31	0	3.31	NA	NA	NA	NA	NA
7.85	7.85	0	7.85	NA	NA	NA	NA	NA
13.44	13.44	0	13.44	NA	NA	NA	NA	NA
-2.16	-2.16	0	-2.16	NA	NA	NA	NA	NA
-2.2	-2.2	0	-2.2	NA	NA	NA	NA	NA
NA	2.49279411764706	1	2.49279411764706	1	68	11.2683164120888	1	14
-2.67	-2.67	0	-2.67	NA	NA	NA	NA	NA
-1.6	-1.6	0	-1.6	NA	NA	NA	NA	NA
-1.59	-1.59	0	-1.59	NA	NA	NA	NA	NA
NA	1.75974358974359	1	1.75974358974359	1	78	11.3391120583167	1	14
-8.1	-8.1	0	-8.1	NA	NA	NA	NA	NA
-2.84	-2.84	0	-2.84	NA	NA	NA	NA	NA
2.91	2.91	0	2.91	NA	NA	NA	NA	NA
-1.98	-1.98	0	-1.98	NA	NA	NA	NA	NA
NA	1.379	1	1.379	1	60	8.50048626724736	1	14
-3.98	-3.98	0	-3.98	NA	NA	NA	NA	NA
-5.33	-5.33	0	-5.33	NA	NA	NA	NA	NA
-1.9	-1.9	0	-1.9	NA	NA	NA	NA	NA
-1.17	-1.17	0	-1.17	NA	NA	NA	NA	NA
-3.92	-3.92	0	-3.92	NA	NA	NA	NA	NA
-8.87	-8.87	0	-8.87	NA	NA	NA	NA	NA
19.01	19.01	0	19.01	NA	NA	NA	NA	NA
